year,crop,region,sort,area,production,kg/10a,areaLQ,productionLQ
2002,겉보리,방림면,맥류,0,0,0,,
2002,겉보리,봉평면,맥류,0,0,0,,
2002,겉보리,용평면,맥류,0,0,0,,
2002,겉보리,진부면,맥류,0,0,0,,
2002,겉보리,평창읍,맥류,0,0,0,,
2002,고구마,대관령면,서류,0,0,0,0,0
2002,고구마,대화면,서류,0,0,1300,0,0
2002,고구마,미탄면,서류,2.3,28.8,1253,4.080616758,4.726478927
2002,고구마,방림면,서류,0.8,11.6,1450,0.893203483,0.891588775
2002,고구마,봉평면,서류,0,0,0,0,0
2002,고구마,용평면,서류,0,0,0,0,0
2002,고구마,진부면,서류,0,0,0,0,0
2002,고구마,평창읍,서류,4,56,1400,4.293601862,10.44869169
2002,고추,대관령면,조미채류,3,72,0,0.045663553,0.331672785
2002,고추,대화면,조미채류,71,185,0,0.950493565,0.947232653
2002,고추,미탄면,조미채류,176,471,0,3.809307262,4.657181854
2002,고추,방림면,조미채류,87,225,0,1.18499096,1.041948305
2002,고추,봉평면,조미채류,24,67,0,0.342985929,0.320395474
2002,고추,용평면,조미채류,25,65,0,0.443413055,0.342725747
2002,고추,진부면,조미채류,37,95,0,0.31024106,0.248165041
2002,고추,평창읍,조미채류,159,420,0,2.082064923,4.72150256
2002,기타과실류,대관령면,과실류,0,0,0,,
2002,기타과실류,대화면,과실류,0,0,0,,
2002,기타과실류,미탄면,과실류,0,0,0,,
2002,기타과실류,방림면,과실류,0,0,0,,
2002,기타과실류,봉평면,과실류,0,0,0,,
2002,기타과실류,용평면,과실류,0,0,0,,
2002,기타과실류,진부면,과실류,0,0,0,,
2002,기타과실류,평창읍,과실류,0,0,0,,
2002,기타두류,대관령면,두류,0,0,0,0,0
2002,기타두류,대화면,두류,0,0,0,0,0
2002,기타두류,미탄면,두류,6.5,6.6,101,9.199827229,12.28421141
2002,기타두류,방림면,두류,0,0,0,0,0
2002,기타두류,봉평면,두류,0,0,0,0,0
2002,기타두류,용평면,두류,1,0.5,50,1.15984898,0.496254476
2002,기타두류,진부면,두류,1.4,1.4,97,0.767641711,0.688408288
2002,기타두류,평창읍,두류,0,0,0,0,0
2002,기타잡곡,대관령면,잡곡,0,0,0,0,0
2002,기타잡곡,대화면,잡곡,0.7,0.7,98,1.268362523,1.102807246
2002,기타잡곡,미탄면,잡곡,1.5,1.5,97,4.39419297,4.56362749
2002,기타잡곡,방림면,잡곡,0,0,0,0,0
2002,기타잡곡,봉평면,잡곡,0,0,0,0,0
2002,기타잡곡,용평면,잡곡,0.1,0,30,0.240061766,0
2002,기타잡곡,진부면,잡곡,0,0,0,0,0
2002,기타잡곡,평창읍,잡곡,2,3,150,3.544717816,10.3769287
2002,녹두,대관령면,두류,0,0,0,0,0
2002,녹두,대화면,두류,0,0,0,0,0
2002,녹두,미탄면,두류,2.2,1.8,81,12.59668651,15.8205753
2002,녹두,방림면,두류,0,0,0,0,0
2002,녹두,봉평면,두류,0,0,0,0,0
2002,녹두,용평면,두류,0,0,0,0,0
2002,녹두,진부면,두류,0,0,0,0,0
2002,녹두,평창읍,두류,0,0,0,0,0
2002,논벼,대관령면,미곡,0,0,0,0,0
2002,논벼,대화면,미곡,230,1133,493,1.828586787,1.917342689
2002,논벼,미탄면,미곡,33,165,500,0.424174138,0.539226384
2002,논벼,방림면,미곡,98,479,489,0.792718091,0.733135193
2002,논벼,봉평면,미곡,101,489,484,0.857202332,0.772868005
2002,논벼,용평면,미곡,50,242,484,0.526666118,0.42172917
2002,논벼,진부면,미곡,31,150,484,0.154367601,0.129506974
2002,논벼,평창읍,미곡,437,2183,500,3.39840778,8.110909857
2002,당근,대관령면,근채류,198,6293,0,3.212506227,2.731279964
2002,당근,대화면,근채류,2,62,0,0.028539816,0.029909405
2002,당근,미탄면,근채류,0,0,0,0,0
2002,당근,방림면,근채류,0,0,0,0,0
2002,당근,봉평면,근채류,5,140,0,0.076166747,0.06307696
2002,당근,용평면,근채류,9,277,0,0.170153669,0.137608193
2002,당근,진부면,근채류,332,10210,0,2.967330886,2.512892358
2002,당근,평창읍,근채류,0,0,0,0,0
2002,딸기,대관령면,과채류,0,0,0,,
2002,딸기,대화면,과채류,0,0,0,,
2002,딸기,미탄면,과채류,0,0,0,,
2002,딸기,방림면,과채류,0,0,0,,
2002,딸기,봉평면,과채류,0,0,0,,
2002,딸기,용평면,과채류,0,0,0,,
2002,딸기,진부면,과채류,0,0,0,,
2002,딸기,평창읍,과채류,0,0,0,,
2002,마늘,대관령면,조미채류,0,0,700,0,0
2002,마늘,대화면,조미채류,1.5,10.5,700,2.291579349,2.409494824
2002,마늘,미탄면,조미채류,2.1,14.7,700,5.186870917,6.514354535
2002,마늘,방림면,조미채류,0.6,4.2,700,0.932609519,0.871695314
2002,마늘,봉평면,조미채류,0,0,700,0,0
2002,마늘,용평면,조미채류,0.1,0.7,700,0.202405018,0.165418159
2002,마늘,진부면,조미채류,0,0,700,0,0
2002,마늘,평창읍,조미채류,0.8,5.6,700,1.19547346,2.821439438
2002,메밀,대관령면,잡곡,0,0,0,0,0
2002,메밀,대화면,잡곡,0.2,0.2,96,0.04978511,0.048034491
2002,메밀,미탄면,잡곡,0.1,0.01,101,0.040245005,0.004638105
2002,메밀,방림면,잡곡,0,0,0,0,0
2002,메밀,봉평면,잡곡,26,29,110,6.909029648,6.505007937
2002,메밀,용평면,잡곡,2,1.6,79,0.659594627,0.395723299
2002,메밀,진부면,잡곡,3,3.3,109,0.467732398,0.404360943
2002,메밀,평창읍,잡곡,0,0,0,0,0
2002,무,대관령면,근채류,0,0,0,0,0
2002,무,대화면,근채류,103,3474,0,1.378885031,1.451818041
2002,무,미탄면,근채류,72,2709,0,1.558352971,2.186294878
2002,무,방림면,근채류,149,5557,0,2.029467277,2.100397505
2002,무,봉평면,근채류,67,2204,0,0.957502384,0.860241921
2002,무,용평면,근채류,52,1615,0,0.922299154,0.69502967
2002,무,진부면,근채류,89,2581,0,0.746255522,0.550303715
2002,무,평창읍,근채류,50,1463,0,0.654737397,1.342371453
2002,배,대관령면,과실류,0,0,0,,
2002,배,대화면,과실류,0,0,0,,
2002,배,미탄면,과실류,0,0,0,,
2002,배,방림면,과실류,0,0,0,,
2002,배,봉평면,과실류,0,0,0,,
2002,배,용평면,과실류,0,0,0,,
2002,배,진부면,과실류,0,0,0,,
2002,배,평창읍,과실류,0,0,0,,
2002,배추,대관령면,엽채류,392,15288,0,1.352267088,1.054792335
2002,배추,대화면,엽채류,391,16556,0,1.186302798,1.26963621
2002,배추,미탄면,엽채류,265,11598,0,1.299891716,1.717609147
2002,배추,방림면,엽채류,564,25066,0,1.741016368,1.73855182
2002,배추,봉평면,엽채류,252,10081,0,0.816194318,0.722028158
2002,배추,용평면,엽채류,213,8349,0,0.856201601,0.659335996
2002,배추,진부면,엽채류,312,12194,0,0.592898171,0.477092005
2002,배추,평창읍,엽채류,179,7695,0,0.531224553,1.295622596
2002,복숭아,대관령면,과실류,0,0,0,,
2002,복숭아,대화면,과실류,0,0,0,,
2002,복숭아,미탄면,과실류,0,0,0,,
2002,복숭아,방림면,과실류,0,0,0,,
2002,복숭아,봉평면,과실류,0,0,0,,
2002,복숭아,용평면,과실류,0,0,0,,
2002,복숭아,진부면,과실류,0,0,0,,
2002,복숭아,평창읍,과실류,0,0,0,,
2002,사과,대관령면,과실류,0,0,0,,
2002,사과,대화면,과실류,0,0,0,,
2002,사과,미탄면,과실류,0,0,0,,
2002,사과,방림면,과실류,0,0,0,,
2002,사과,봉평면,과실류,0,0,0,,
2002,사과,용평면,과실류,0,0,0,,
2002,사과,진부면,과실류,0,0,0,,
2002,사과,평창읍,과실류,0,0,0,,
2002,상추,대관령면,엽채류,17,527,0,5.792246075,4.748480242
2002,상추,대화면,엽채류,1,44,0,0.299668069,0.440660667
2002,상추,미탄면,엽채류,0,0,0,0,0
2002,상추,방림면,엽채류,7,220,0,2.134241014,1.992750901
2002,상추,봉평면,엽채류,0,0,0,0,0
2002,상추,용평면,엽채류,0,9,0,0,0.092820214
2002,상추,진부면,엽채류,1,18,0,0.187692616,0.091972117
2002,상추,평창읍,엽채류,0,0,0,0,0
2002,생강,대관령면,조미채류,0,0,0,,
2002,생강,대화면,조미채류,0,0,0,,
2002,생강,미탄면,조미채류,0,0,0,,
2002,생강,방림면,조미채류,0,0,0,,
2002,생강,봉평면,조미채류,0,0,0,,
2002,생강,용평면,조미채류,0,0,0,,
2002,생강,진부면,조미채류,0,0,0,,
2002,생강,평창읍,조미채류,0,0,0,,
2002,수박,대관령면,과채류,0,0,0,0,0
2002,수박,대화면,과채류,0,0,0,0,0
2002,수박,미탄면,과채류,0,0,0,0,0
2002,수박,방림면,과채류,0,0,0,0,0
2002,수박,봉평면,과채류,0,0,0,0,0
2002,수박,용평면,과채류,0,0,0,0,0
2002,수박,진부면,과채류,0,0,0,0,0
2002,수박,평창읍,과채류,7.5,240,3200,7.621143305,17.98667642
2002,수수,대관령면,잡곡,0,0,0,0,0
2002,수수,대화면,잡곡,2.5,2,88,0.854316863,0.81922824
2002,수수,미탄면,잡곡,6.7,6.2,92,3.701657879,4.904378343
2002,수수,방림면,잡곡,3.3,3,92,1.147355131,1.111411525
2002,수수,봉평면,잡곡,0,0,0,0,0
2002,수수,용평면,잡곡,0.1,0.1,49,0.045274807,0.04218163
2002,수수,진부면,잡곡,0.2,0.2,96,0.042807088,0.041796217
2002,수수,평창읍,잡곡,10,8.5,85,3.342606713,7.644337478
2002,시금치,대관령면,엽채류,1.4,39,17,8.268147339,6.844041595
2002,시금치,대화면,엽채류,0.1,3,0,0.519424652,0.585163029
2002,시금치,미탄면,엽채류,0,0,0,0,0
2002,시금치,방림면,엽채류,0,0,0,0,0
2002,시금치,봉평면,엽채류,0,0,0,0,0
2002,시금치,용평면,엽채류,0,0,0,0,0
2002,시금치,진부면,엽채류,0,0,1,0,0
2002,시금치,평창읍,엽채류,0,0,0,0,0
2002,양배추,대관령면,엽채류,37,1620,0,0.682860383,0.579678622
2002,양배추,대화면,엽채류,136,5730,0,2.207554773,2.278948352
2002,양배추,미탄면,엽채류,20,870,0,0.524861938,0.668215385
2002,양배추,방림면,엽채류,35,1510,0,0.578023608,0.543169694
2002,양배추,봉평면,엽채류,88,3780,0,1.524858274,1.404100837
2002,양배추,용평면,엽채류,119,5140,0,2.559158446,2.105190605
2002,양배추,진부면,엽채류,35,1510,0,0.355833918,0.306400079
2002,양배추,평창읍,엽채류,10,438,0,0.158773819,0.382472292
2002,양파,대관령면,조미채류,35.4,1593,0,3.469015674,2.575958005
2002,양파,대화면,조미채류,0,0,0,0,0
2002,양파,미탄면,조미채류,0,0,0,0,0
2002,양파,방림면,조미채류,0.2,9,0,0.017538011,0.014630253
2002,양파,봉평면,조미채류,1.7,80,0,0.156411448,0.134291096
2002,양파,용평면,조미채류,0,0,0,0,0
2002,양파,진부면,조미채류,52.4,2830,0,2.828677217,2.595070106
2002,양파,평창읍,조미채류,0.7,46,0,0.059013278,0.181524159
2002,오이,대관령면,과채류,0,0,0,0,0
2002,오이,대화면,과채류,0.2,8,4000,0.338755208,0.368192467
2002,오이,미탄면,과채류,0,0,0,0,0
2002,오이,방림면,과채류,4,155,3875,6.893200789,6.452014472
2002,오이,봉평면,과채류,0,0,0,0,0
2002,오이,용평면,과채류,0.2,8,4000,0.448811127,0.379160723
2002,오이,진부면,과채류,0.2,7,3500,0.212174262,0.164367147
2002,오이,평창읍,과채류,0,0,0,0,0
2002,옥수수,대관령면,잡곡,1,5.6,564,0.01432061,0.012796018
2002,옥수수,대화면,잡곡,84.2,413,482,1.060512991,1.048925047
2002,옥수수,미탄면,잡곡,101.4,536.8,525,2.064830282,2.632838796
2002,옥수수,방림면,잡곡,70.9,391.2,555,0.908563088,0.898611501
2002,옥수수,봉평면,잡곡,39.9,188,500,0.536476899,0.445942528
2002,옥수수,용평면,잡곡,15,7,455,0.250306885,0.018307999
2002,옥수수,진부면,잡곡,32.2,178,539,0.25401917,0.230646289
2002,옥수수,평창읍,잡곡,274,1506,550,3.375676149,8.397797211
2002,자두,대관령면,과실류,0,0,0,,
2002,자두,대화면,과실류,0,0,0,,
2002,자두,미탄면,과실류,0,0,0,,
2002,자두,방림면,과실류,0,0,0,,
2002,자두,봉평면,과실류,0,0,0,,
2002,자두,용평면,과실류,0,0,0,,
2002,자두,진부면,과실류,0,0,0,,
2002,자두,평창읍,과실류,0,0,0,,
2002,조,대관령면,잡곡,0,0,0,0,0
2002,조,대화면,잡곡,0.2,0.2,94,1.947842447,2.642671742
2002,조,미탄면,잡곡,0.5,0.4,87,7.872929071,10.20682277
2002,조,방림면,잡곡,0,0,0,0,0
2002,조,봉평면,잡곡,0,0,0,0,0
2002,조,용평면,잡곡,0.1,0.02,20,1.29033199,0.272139551
2002,조,진부면,잡곡,0,0,0,0,0
2002,조,평창읍,잡곡,0,0,0,0,0
2002,콩,대관령면,두류,0.8,0.8,102,0.034503327,0.025005959
2002,콩,대화면,두류,17,2.5,148,0.644855338,0.08685626
2002,콩,미탄면,두류,43.5,48.3,111,2.667750065,3.240601302
2002,콩,방림면,두류,51.6,74.8,145,1.991443694,2.350398136
2002,콩,봉평면,두류,19.5,27,140,0.789627415,0.876095633
2002,콩,용평면,두류,14,15.4,110,0.703589011,0.55097295
2002,콩,진부면,두류,11,14,127,0.261344149,0.248153963
2002,콩,평창읍,두류,48,53,110,1.780987725,4.042806828
2002,토마토,대관령면,과채류,0,0,0,0,0
2002,토마토,대화면,과채류,0.1,4,0,0.268667924,0.054797876
2002,토마토,미탄면,과채류,0,0,0,0,0
2002,토마토,방림면,과채류,0.8,34,0,2.186808526,0.421270812
2002,토마토,봉평면,과채류,0,0,0,0,0
2002,토마토,용평면,과채류,2,560,0,7.119073047,7.900238474
2002,토마토,진부면,과채류,0,0,0,0,0
2002,토마토,평창읍,과채류,0,0,0,0,0
2002,파,대관령면,조미채류,40,1050,0,4.21844252,3.47197472
2002,파,대화면,조미채류,0,0,0,0,0
2002,파,미탄면,조미채류,0,0,0,0,0
2002,파,방림면,조미채류,0,0,0,0,0
2002,파,봉평면,조미채류,13,364,0,1.287218024,1.249461468
2002,파,용평면,조미채류,6,162,0,0.737332566,0.6131381
2002,파,진부면,조미채류,25,653,0,1.45238334,1.224447286
2002,파,평창읍,조미채류,0,0,0,0,0
2002,팥,대관령면,두류,0,0,0,0,0
2002,팥,대화면,두류,17.5,1.5,85,0.743451315,0.06990002
2002,팥,미탄면,두류,22.5,25.2,112,1.545395019,2.267795777
2002,팥,방림면,두류,30,34.5,115,1.296703529,1.454065135
2002,팥,봉평면,두류,36.1,36,100,1.637178062,1.566805843
2002,팥,용평면,두류,2,2.5,125,0.112569857,0.119970507
2002,팥,진부면,두류,6.3,7.1,113,0.167633863,0.168801561
2002,팥,평창읍,두류,69,69,100,2.867278561,7.059617024
2002,포도,대관령면,과실류,0,0,0,,
2002,포도,대화면,과실류,0,0,0,,
2002,포도,미탄면,과실류,0,0,0,,
2002,포도,방림면,과실류,0,0,0,,
2002,포도,봉평면,과실류,0,0,0,,
2002,포도,용평면,과실류,0,0,0,,
2002,포도,진부면,과실류,0,0,0,,
2002,포도,평창읍,과실류,0,0,0,,
2002,호박,대관령면,과채류,0,0,0,0,0
2002,호박,대화면,과채류,0,0,0,0,0
2002,호박,미탄면,과채류,0,0,0,0,0
2002,호박,방림면,과채류,2.4,50,0,7.317397761,6.797624007
2002,호박,봉평면,과채류,0,0,0,0,0
2002,호박,용평면,과채류,0.2,4.5,0,0.794050455,0.696577383
2002,호박,진부면,과채류,0,0,0,0,0
2002,호박,평창읍,과채류,0,0,0,0,0
2003,감자,대관령면,서류,429,10075,2530,1.450300271,1.114721349
2003,감자,대화면,서류,141,3384,2400,0.529191796,0.505897102
2003,감자,미탄면,서류,22,518,2400,0.170505369,0.296789552
2003,감자,방림면,서류,91,2239,2460,0.232911391,0.189920359
2003,감자,봉평면,서류,368,9178,2496,1.341926665,1.508056382
2003,감자,용평면,서류,348,8536,2450,1.711139313,1.718252436
2003,감자,진부면,서류,940,22185,2360,1.856873254,1.587522073
2003,감자,평창읍,서류,38,912,2400,0.122112973,0.333231436
2003,겉보리,대관령면,맥류,0,0,0,,
2003,겉보리,대화면,맥류,0,0,0,,
2003,겉보리,미탄면,맥류,0,0,0,,
2003,겉보리,방림면,맥류,0,0,0,,
2003,겉보리,봉평면,맥류,0,0,0,,
2003,겉보리,용평면,맥류,0,0,0,,
2003,겉보리,진부면,맥류,0,0,0,,
2003,겉보리,평창읍,맥류,0,0,0,,
2003,고구마,대관령면,서류,0,0,0,0,0
2003,고구마,대화면,서류,0,0,0,0,0
2003,고구마,미탄면,서류,5,71,1345,7.675970874,13.97492978
2003,고구마,방림면,서류,2,27,1355,1.013975047,0.786780578
2003,고구마,봉평면,서류,0,0,0,0,0
2003,고구마,용평면,서류,0,0,0,0,0
2003,고구마,진부면,서류,0,0,0,0,0
2003,고구마,평창읍,서류,5,68,1352,3.182703247,8.53556897
2003,고추,대관령면,조미채류,2,8,400,0.040822011,0.063492825
2003,고추,대화면,조미채류,63.9,128,200.3,1.447966838,1.372635428
2003,고추,미탄면,조미채류,97,194,200,4.538902767,7.973224175
2003,고추,방림면,조미채류,81,162,200,1.25169386,0.985702461
2003,고추,봉평면,조미채류,5.6,11,196.4,0.123291393,0.129650921
2003,고추,용평면,조미채류,24.7,49,198.4,0.733274944,0.707525405
2003,고추,진부면,조미채류,38,80,210.5,0.453212386,0.410642337
2003,고추,평창읍,조미채류,81.5,163,200,1.58124652,4.272205423
2003,기타과실류,대관령면,과실류,0,0,0,,
2003,기타과실류,대화면,과실류,0,0,0,,
2003,기타과실류,미탄면,과실류,0,0,0,,
2003,기타과실류,방림면,과실류,0,0,0,,
2003,기타과실류,봉평면,과실류,0,0,0,,
2003,기타과실류,용평면,과실류,0,0,0,,
2003,기타과실류,진부면,과실류,0,0,0,,
2003,기타과실류,평창읍,과실류,0,0,0,,
2003,기타두류,대관령면,두류,0.3,0.3,100,0.111608513,0.105747477
2003,기타두류,대화면,두류,0,0,0,0,0
2003,기타두류,미탄면,두류,2.1,1.7,81,1.791059871,3.103096375
2003,기타두류,방림면,두류,15,12.5,83.3,4.224896029,3.377963378
2003,기타두류,봉평면,두류,0,0,0,0,0
2003,기타두류,용평면,두류,0.5,0.4,80,0.270552506,0.256519301
2003,기타두류,진부면,두류,2.7,2.2,81.5,0.586939857,0.501545704
2003,기타두류,평창읍,두류,1,0.8,80,0.353633694,0.931254978
2003,기타잡곡,대관령면,잡곡,0,0,0,0,0
2003,기타잡곡,대화면,잡곡,0,0,0,0,0
2003,기타잡곡,미탄면,잡곡,1,1,100,1.151395631,2.513367652
2003,기타잡곡,방림면,잡곡,12,10,83.3,4.562887712,3.720956582
2003,기타잡곡,봉평면,잡곡,0,0,0,0,0
2003,기타잡곡,용평면,잡곡,0,0,0,0,0
2003,기타잡곡,진부면,잡곡,0,0,0,0,0
2003,기타잡곡,평창읍,잡곡,3,2,66.7,1.432216461,3.205666174
2003,녹두,대관령면,두류,0,0,0,0,0
2003,녹두,대화면,두류,0,0,0,0,0
2003,녹두,미탄면,두류,0.1,0.1,100,1.674757282,4.084222435
2003,녹두,방림면,두류,0,0,0,0,0
2003,녹두,봉평면,두류,0,0,0,0,0
2003,녹두,용평면,두류,0,0,0,0,0
2003,녹두,진부면,두류,0,0,0,0,0
2003,녹두,평창읍,두류,1,0.7,70,6.944079811,18.23222637
2003,논벼,대관령면,미곡,0,0,0,0,0
2003,논벼,대화면,미곡,228,1042,457,2.101273879,2.006191886
2003,논벼,미탄면,미곡,32,149,466,0.609002648,1.099456446
2003,논벼,방림면,미곡,97,437,451,0.609642022,0.477388309
2003,논벼,봉평면,미곡,98,433,442,0.87752776,0.91628449
2003,논벼,용평면,미곡,49,217,443,0.591637958,0.562555285
2003,논벼,진부면,미곡,29,127,438,0.140671536,0.117040717
2003,논벼,평창읍,미곡,435,2023,465,3.432584907,9.519626774
2003,당근,대관령면,근채류,132.4,4236,3199.4,2.999553514,2.26696041
2003,당근,대화면,근채류,0.5,16,3200,0.012575695,0.011569605
2003,당근,미탄면,근채류,0,0,0,0,0
2003,당근,방림면,근채류,0,0,0,0,0
2003,당근,봉평면,근채류,0.2,5,2500,0.004887412,0.003973802
2003,당근,용평면,근채류,1.6,53,3312.5,0.05272227,0.051603024
2003,당근,진부면,근채류,220,7480,3400,2.912360158,2.588979773
2003,당근,평창읍,근채류,0,0,0,0,0
2003,딸기,대관령면,과채류,3.3,9.9,300,8.035812926,6.309599443
2003,딸기,대화면,과채류,0,0,0,0,0
2003,딸기,미탄면,과채류,0,0,0,0,0
2003,딸기,방림면,과채류,0,0,0,0,0
2003,딸기,봉평면,과채류,0,0,0,0,0
2003,딸기,용평면,과채류,0,0,0,0,0
2003,딸기,진부면,과채류,0,0,0,0,0
2003,딸기,평창읍,과채류,0,0,0,0,0
2003,마늘,대관령면,조미채류,0,0,700,0,0
2003,마늘,대화면,조미채류,0.5,3.5,700,0.325591163,0.311144265
2003,마늘,미탄면,조미채류,0.7,4.9,700,0.941286939,1.669463185
2003,마늘,방림면,조미채류,1.4,9.8,700,0.621707328,0.49431686
2003,마늘,봉평면,조미채류,0,0,700,0,0
2003,마늘,용평면,조미채류,0,0,700,0,0
2003,마늘,진부면,조미채류,0,0,700,0,0
2003,마늘,평창읍,조미채류,11.1,77.7,700,6.188847773,16.88239522
2003,메밀,대관령면,잡곡,0,0,0,0,0
2003,메밀,대화면,잡곡,0,0,0,0,0
2003,메밀,미탄면,잡곡,0,0,0,0,0
2003,메밀,방림면,잡곡,15,12,80,2.172803672,1.612414519
2003,메밀,봉평면,잡곡,23,21,91.3,4.746666194,5.465964981
2003,메밀,용평면,잡곡,3,2,66.7,0.834847731,0.637735484
2003,메밀,진부면,잡곡,0,0,0,0,0
2003,메밀,평창읍,잡곡,1,1,100,0.181868757,0.578800837
2003,무,대관령면,근채류,57,5889,10331.6,0.840905704,1.295263747
2003,무,대화면,근채류,98.7,2968,3007.1,1.616526951,0.882045779
2003,무,미탄면,근채류,45.1,1415,3137.5,1.5253297,1.611649805
2003,무,방림면,근채류,101.2,2960,2924.9,1.130320633,0.499119494
2003,무,봉평면,근채류,82.5,2933,3555.2,1.312824639,0.958025305
2003,무,용평면,근채류,58.2,1931,3317.9,1.24882308,0.772698782
2003,무,진부면,근채류,72,9568,13288.9,0.620667078,1.361058832
2003,무,평창읍,근채류,30,1023,3410,0.420698795,0.743057037
2003,배,대관령면,과실류,0,0,0,0,0
2003,배,대화면,과실류,0,0,0,0,0
2003,배,미탄면,과실류,4.3,86,2000,18.4223301,32.67377948
2003,배,방림면,과실류,0,0,0,0,0
2003,배,봉평면,과실류,0,0,0,0,0
2003,배,용평면,과실류,0,0,0,0,0
2003,배,진부면,과실류,0,0,0,0,0
2003,배,평창읍,과실류,0,0,0,0,0
2003,배추,대관령면,엽채류,367,14313,3900,1.39584596,0.904576474
2003,배추,대화면,엽채류,89,11945,13421.3,0.375798282,1.020026241
2003,배추,미탄면,엽채류,84.9,3399,4003.5,0.740276328,1.112406111
2003,배추,방림면,엽채류,828.2,40392,4877.1,2.384818631,1.957069011
2003,배추,봉평면,엽채류,183.6,7324,3989.1,0.753224494,0.687402669
2003,배추,용평면,엽채류,144,5616,3900,0.796598365,0.645733048
2003,배추,진부면,엽채류,329,12831,3900,0.731174604,0.524462206
2003,배추,평창읍,엽채류,87.1,4016,4610.8,0.314896008,0.838181716
2003,복숭아,대관령면,과실류,0,0,0,0,0
2003,복숭아,대화면,과실류,0,0,0,0,0
2003,복숭아,미탄면,과실류,0,0,0,0,0
2003,복숭아,방림면,과실류,1.7,24,1445.8,4.701157036,4.681203442
2003,복숭아,봉평면,과실류,0,0,0,0,0
2003,복숭아,용평면,과실류,0,0,0,0,0
2003,복숭아,진부면,과실류,0,0,0,0,0
2003,복숭아,평창읍,과실류,0.5,0.8,150,1.736019953,0.672155811
2003,사과,대관령면,과실류,0,0,0,0,0
2003,사과,대화면,과실류,0,0,0,0,0
2003,사과,미탄면,과실류,0.6,9,1500,5.024271845,8.911030767
2003,사과,방림면,과실류,0,0,0,0,0
2003,사과,봉평면,과실류,0,0,0,0,0
2003,사과,용평면,과실류,0,0,0,0,0
2003,사과,진부면,과실류,0,0,0,0,0
2003,사과,평창읍,과실류,1.6,24,1500,5.555263849,15.15405828
2003,상추,대관령면,엽채류,0.9,31,3444.4,0.478955737,0.385034612
2003,상추,대화면,엽채류,3.3,124,3757.6,1.949665761,2.080991641
2003,상추,미탄면,엽채류,0,0,0,0,0
2003,상추,방림면,엽채류,5.1,154,3019.6,2.05481036,1.46640848
2003,상추,봉평면,엽채류,1.1,47,4272.7,0.631430977,0.866930329
2003,상추,용평면,엽채류,3.7,118,3189.2,2.863914734,2.666437339
2003,상추,진부면,엽채류,1,34,3400,0.310961514,0.273121614
2003,상추,평창읍,엽채류,0,0,0,0,0
2003,생강,대관령면,조미채류,0,0,0,,
2003,생강,대화면,조미채류,0,0,0,,
2003,생강,미탄면,조미채류,0,0,0,,
2003,생강,방림면,조미채류,0,0,0,,
2003,생강,봉평면,조미채류,0,0,0,,
2003,생강,용평면,조미채류,0,0,0,,
2003,생강,진부면,조미채류,0,0,0,,
2003,생강,평창읍,조미채류,0,0,0,,
2003,수박,대관령면,과채류,0,0,0,0,0
2003,수박,대화면,과채류,0,0,0,0,0
2003,수박,미탄면,과채류,0,0,0,0,0
2003,수박,방림면,과채류,0,0,0,0,0
2003,수박,봉평면,과채류,0,0,0,0,0
2003,수박,용평면,과채류,0,0,0,0,0
2003,수박,진부면,과채류,0,0,0,0,0
2003,수박,평창읍,과채류,18.8,658,3500,7.638487792,20.83683013
2003,수수,대관령면,잡곡,0,0,0,0,0
2003,수수,대화면,잡곡,5,4,80,1.784239575,1.70507057
2003,수수,미탄면,잡곡,2,2,100,1.473786408,3.267377948
2003,수수,방림면,잡곡,3,3,100,0.730062034,0.725586533
2003,수수,봉평면,잡곡,0,0,0,0,0
2003,수수,용평면,잡곡,0,0,0,0,0
